0,0,0.00,105.4,105.4
0,1,0.00,105.4,105.4
1,2,-0.01,105.4,105.4
1,3,-0.01,105.4,105.4
1,4,-0.01,105.3,105.3
1,5,-0.01,105.3,105.3
1,6,-0.01,105.3,105.3
1,7,-0.01,105.3,105.3
1,8,-0.01,105.3,105.3
1,9,-0.01,105.3,105.3
1,10,-0.01,105.3,105.3
1,11,-0.01,105.3,105.3
1,12,-0.01,105.3,105.3
1,13,-0.01,105.3,105.3
1,14,-0.01,105.3,105.3
1,15,-0.01,105.3,105.3
1,16,-0.01,105.3,105.3
1,17,-0.01,105.3,105.3
1,18,-0.01,105.3,105.3
1,19,-0.01,105.4,105.4
1,20,-0.00,105.4,105.4
1,21,-0.00,105.4,105.4
1,22,-0.00,105.4,105.4
1,23,-0.00,105.4,105.4
1,24,-0.00,105.4,105.4
1,25,-0.00,105.5,105.5
1,26,0.00,105.5,105.5
1,27,-0.00,105.5,105.5
1,28,0.00,105.5,105.5
1,29,-0.00,105.5,105.5
1,30,0.00,105.6,105.6
1,31,-0.00,105.6,105.6
1,32,0.00,105.6,105.6
1,33,0.00,105.7,105.7
1,34,0.00,105.7,105.7
1,35,0.00,105.8,105.8
1,36,0.00,105.8,105.8
1,37,0.01,105.8,105.8
1,38,0.01,105.9,105.9
1,39,0.01,105.9,105.9
1,40,0.01,106.0,106.0
1,41,0.01,106.0,106.0
1,42,0.01,106.0,106.0
1,43,0.01,106.1,106.1
1,44,0.01,106.1,106.1
1,45,0.01,106.2,106.2
2,46,-0.04,106.2,106.2
2,47,-0.09,106.3,106.3
2,48,-0.14,106.4,106.4
2,49,-0.18,106.4,106.4
2,50,-0.22,106.4,106.4
2,51,-0.26,106.4,106.4
2,52,-0.29,106.3,106.3
2,53,-0.32,106.3,106.3
2,54,-0.35,106.2,106.2
2,55,-0.38,106.2,106.2
2,56,-0.41,106.1,106.1
2,57,-0.44,106.1,106.1
2,58,-0.46,106.1,106.1
2,59,-0.48,106.1,106.1
2,60,-0.50,106.1,106.1
2,61,-0.52,106.1,106.1
2,62,-0.55,106.1,106.1
2,63,-0.56,106.1,106.1
2,64,-0.58,106.1,106.1
2,65,-0.59,106.2,106.2
2,66,-0.61,106.2,106.2
2,67,-0.62,106.3,106.3
2,68,-0.63,106.3,106.3
2,69,-0.65,106.4,106.4
2,70,-0.66,106.5,106.5
2,71,-0.67,106.6,106.6
2,72,-0.68,106.6,106.6
2,73,-0.69,106.7,106.7
2,74,-0.70,106.8,106.8
2,75,-0.71,106.9,106.9
2,76,-0.72,107.0,107.0
2,77,-0.73,107.1,107.1
2,78,-0.73,107.2,107.2
2,79,-0.74,107.3,107.3
2,80,-0.75,107.3,107.3
2,81,-0.76,107.4,107.4
2,82,-0.76,107.6,107.6
2,83,-0.77,107.7,107.7
2,84,-0.77,107.8,107.8
2,85,-0.78,107.9,107.9
2,86,-0.78,108.0,108.0
2,87,-0.79,108.1,108.1
2,88,-0.78,108.2,108.2
2,89,-0.78,108.3,108.3
2,90,-0.79,108.4,108.4
2,91,-0.79,108.5,108.5
2,92,-0.80,108.7,108.7
3,93,-0.79,108.8,108.8
3,94,-0.07,108.9,108.9
3,95,-0.02,109.2,109.2
3,96,-0.01,109.5,109.5
3,97,-0.01,109.8,109.8
3,98,0.44,110.1,110.1
3,99,0.72,110.5,110.5
3,100,0.73,111.1,111.1
3,101,0.74,111.7,111.7
3,102,0.74,112.2,112.2
3,103,1.06,112.9,112.9
3,104,1.07,114.0,114.0
4,105,0.86,115.0,115.0
4,106,0.67,115.5,115.5
4,107,0.52,115.7,115.7
4,108,0.40,115.5,115.5
4,109,0.31,115.1,115.1
4,110,0.23,114.8,114.8
4,111,0.14,114.4,114.4
4,112,0.06,114.1,114.1
4,113,-0.06,113.9,113.9
4,114,-0.19,113.7,113.7
4,115,-0.32,113.6,113.6
4,116,-0.41,113.4,113.4
4,117,-0.49,113.2,113.2
4,118,-0.54,113.0,113.0
4,119,-0.59,112.8,112.8
4,120,-0.62,112.7,112.7
4,121,-0.67,112.6,112.6
4,122,-0.69,112.5,112.5
4,123,-0.70,112.5,112.5
4,124,-0.72,112.5,112.5
4,125,-0.75,112.5,112.5
4,126,-0.77,112.6,112.6
4,127,-0.76,112.7,112.7
4,128,-0.75,112.8,112.8
4,129,-0.78,112.9,112.9
4,130,-0.78,113.0,113.0
4,131,-0.78,113.1,113.1
4,132,-0.78,113.3,113.3
4,133,-0.79,113.4,113.4
4,134,-0.80,113.6,113.6
5,135,-0.31,113.7,113.7
5,136,0.01,114.0,114.0
5,137,-0.03,114.4,114.4
5,138,-0.06,114.7,114.7
5,139,0.11,115.0,115.0
5,140,0.71,115.4,115.4
5,141,0.67,115.7,115.7
5,142,0.63,116.3,116.3
5,143,0.60,116.7,116.7
5,144,0.99,117.2,117.2
5,145,1.06,117.8,117.8
5,146,1.04,118.6,118.6
6,147,0.81,119.4,119.4
6,148,0.62,119.7,119.7
6,149,0.47,119.8,119.8
6,150,0.32,119.8,119.8
6,151,0.20,119.7,119.7
6,152,0.11,119.5,119.5
6,153,-0.02,119.2,119.2
6,154,-0.16,119.0,119.0
6,155,-0.28,118.7,118.7
6,156,-0.38,118.4,118.4
6,157,-0.42,118.1,118.1
6,158,-0.47,117.9,117.9
6,159,-0.54,117.7,117.7
6,160,-0.58,117.5,117.5
6,161,-0.63,117.3,117.3
6,162,-0.64,117.2,117.2
6,163,-0.68,117.1,117.1
6,164,-0.70,117.0,117.0
6,165,-0.72,117.0,117.0
6,166,-0.73,117.0,117.0
6,167,-0.74,117.0,117.0
6,168,-0.76,117.1,117.1
6,169,-0.77,117.1,117.1
6,170,-0.78,117.2,117.2
6,171,-0.78,117.2,117.2
6,172,-0.79,117.3,117.3
6,173,-0.80,117.4,117.4
7,174,-0.32,117.5,117.5
7,175,0.18,117.7,117.7
7,176,0.12,118.0,118.0
7,177,0.08,118.4,118.4
7,178,0.18,118.8,118.8
7,179,0.95,119.1,119.1
7,180,0.90,119.5,119.5
7,181,0.87,120.0,120.0
7,182,0.83,120.5,120.5
7,183,1.21,120.9,120.9
7,184,1.37,121.6,121.6
7,185,1.34,122.4,122.4
7,186,1.31,123.3,123.3
7,187,1.33,124.0,124.0
7,188,1.67,124.6,124.6
7,189,1.63,125.5,125.5
7,190,1.61,126.5,126.5
7,191,1.61,127.2,127.2
7,192,1.76,127.9,127.9
7,193,1.93,128.5,128.5
7,194,1.88,129.4,129.4
7,195,1.86,130.1,130.1
7,196,1.84,130.7,130.7
7,197,2.04,131.2,131.2
7,198,2.08,131.9,131.9
7,199,2.13,132.5,132.5
7,200,2.11,133.1,133.1
7,201,2.10,133.7,133.7
7,202,2.13,134.0,134.0
7,203,2.10,134.4,134.4
7,204,2.11,134.6,134.6
7,205,2.11,134.8,134.8
7,206,2.11,134.9,134.9
7,207,2.11,135.1,135.1
8,208,2.10,135.1,134.7
8,209,2.13,135.2,135.1
8,210,2.11,135.2,134.8
8,211,2.11,135.3,134.9
8,212,2.10,135.3,134.8
8,213,2.10,135.3,134.8
8,214,2.11,135.3,134.8
