Sterilisator,counter: 00002
Sterilisator,model: ST01-PL
Sterilisator,serial: 2017-0023
Sterilisator,firmware: 16.5
Sterilisator,start time: 27-03-17 08:47:08
Sterilisator,type: 134
phase, time [sec], presure [Bar], temperature [°C], temperaturecalc [°C]
1,63,0.00,21.6,21.6
1,64,0.00,21.7,21.7
1,65,0.00,21.9,21.9
1,66,0.01,22.1,22.1
1,67,0.01,22.2,22.2
1,68,0.01,22.4,22.4
1,69,0.01,22.6,22.6
1,70,0.01,22.8,22.8
1,71,0.01,22.9,22.9
1,72,0.02,23.1,23.1
1,73,0.01,23.3,23.3
1,74,0.01,23.5,23.5
1,75,0.01,23.7,23.7
1,76,0.02,23.9,23.9
1,77,0.02,24.1,24.1
1,78,0.02,24.3,24.3
1,79,0.02,24.5,24.5
1,80,0.02,24.7,24.7
1,81,0.02,24.9,24.9
1,82,0.02,25.1,25.1
1,83,0.02,25.3,25.3
1,84,0.02,25.6,25.6
1,85,0.02,25.8,25.8
1,86,0.02,26.0,26.0
1,87,0.02,26.2,26.2
1,88,0.02,26.5,26.5
1,89,0.02,26.7,26.7
1,90,0.02,26.9,26.9
1,91,0.02,27.2,27.2
1,92,0.02,27.4,27.4
1,93,0.02,27.7,27.7
1,94,0.02,28.0,28.0
1,95,0.02,28.2,28.2
1,96,0.02,28.5,28.5
1,97,0.02,28.8,28.8
1,98,0.02,29.0,29.0
1,99,0.02,29.3,29.3
1,100,0.01,29.6,29.6
1,101,0.02,29.9,29.9
1,102,0.02,30.2,30.2
1,103,0.02,30.6,30.6
1,104,0.02,30.9,30.9
1,105,0.02,31.2,31.2
1,106,0.02,31.5,31.5
1,107,0.02,31.9,31.9
1,108,0.02,32.2,32.2
1,109,0.02,32.5,32.5
1,110,0.02,32.9,32.9
1,111,0.02,33.3,33.3
1,112,0.02,33.6,33.6
1,113,0.02,34.0,34.0
1,114,0.02,34.3,34.3
1,115,0.02,34.7,34.7
1,116,0.02,35.1,35.1
1,117,0.02,35.4,35.4
1,118,0.01,35.8,35.8
1,119,0.02,36.2,36.2
1,120,0.02,36.5,36.5
1,121,0.02,36.9,36.9
1,122,0.02,37.3,37.3
1,123,0.02,37.7,37.7
1,124,0.02,38.1,38.1
1,125,0.02,38.5,38.5
1,126,0.02,38.9,38.9
1,127,0.02,39.3,39.3
1,128,0.01,39.7,39.7
1,129,0.01,40.1,40.1
1,130,0.01,40.5,40.5
1,131,0.02,40.8,40.8
1,132,0.02,41.2,41.2
1,133,0.02,41.7,41.7
1,134,0.02,42.1,42.1
1,135,0.01,42.5,42.5
1,136,0.01,42.9,42.9
1,137,0.02,43.3,43.3
1,138,0.02,43.7,43.7
1,139,0.02,44.1,44.1
1,140,0.02,44.5,44.5
1,141,0.01,45.0,45.0
1,142,0.01,45.4,45.4
1,143,0.01,45.8,45.8
1,144,0.02,46.2,46.2
1,145,0.02,46.6,46.6
1,146,0.02,47.1,47.1
1,147,0.02,47.5,47.5
1,148,0.02,47.9,47.9
1,149,0.02,48.4,48.4
1,150,0.02,48.8,48.8
1,151,0.02,49.2,49.2
1,152,0.02,49.7,49.7
1,153,0.01,50.1,50.1
1,154,0.01,50.5,50.5
1,155,0.02,51.0,51.0
1,156,0.02,51.4,51.4
1,157,0.02,51.9,51.9
1,158,0.02,52.3,52.3
1,159,0.02,52.8,52.8
1,160,0.02,53.2,53.2
1,161,0.02,53.6,53.6
1,162,0.02,54.1,54.1
1,163,0.02,54.5,54.5
1,164,0.02,55.0,55.0
1,165,0.02,55.4,55.4
1,166,0.02,55.9,55.9
1,167,0.02,56.4,56.4
1,168,0.02,56.8,56.8
1,169,0.02,57.3,57.3
1,170,0.02,57.7,57.7
1,171,0.02,58.2,58.2
1,172,0.02,58.6,58.6
1,173,0.01,59.1,59.1
1,174,0.01,59.6,59.6
1,175,0.01,60.0,60.0
1,176,0.02,60.5,60.5
1,177,0.02,61.0,61.0
1,178,0.02,61.4,61.4
1,179,0.02,61.9,61.9
1,180,0.02,62.3,62.3
1,181,0.02,62.8,62.8
1,182,0.02,63.3,63.3
1,183,0.02,63.7,63.7
1,184,0.02,64.2,64.2
1,185,0.02,64.7,64.7
1,186,0.02,65.2,65.2
1,187,0.02,65.6,65.6
1,188,0.02,66.1,66.1
1,189,0.02,66.6,66.6
1,190,0.02,67.1,67.1
1,191,0.01,67.5,67.5
1,192,0.01,68.0,68.0
1,193,0.01,68.5,68.5
1,194,0.02,69.0,69.0
1,195,0.02,69.4,69.4
1,196,0.02,69.9,69.9
1,197,0.02,70.4,70.4
1,198,0.02,70.9,70.9
1,199,0.02,71.4,71.4
1,200,0.02,71.8,71.8
1,201,0.02,72.3,72.3
1,202,0.02,72.8,72.8
1,203,0.02,73.3,73.3
1,204,0.01,73.8,73.8
1,205,0.01,74.2,74.2
1,206,0.01,74.7,74.7
1,207,0.01,75.2,75.2
1,208,0.01,75.7,75.7
1,209,0.02,76.2,76.2
1,210,0.02,76.7,76.7
1,211,0.02,77.1,77.1
1,212,0.01,77.6,77.6
1,213,0.02,78.1,78.1
1,214,0.02,78.5,78.5
1,215,0.02,79.0,79.0
1,216,0.02,79.5,79.5
1,217,0.02,79.9,79.9
1,218,0.02,80.4,80.4
1,219,0.02,80.9,80.9
2,220,-0.03,81.3,81.3
2,221,-0.08,81.8,81.8
2,222,-0.13,82.2,82.2
2,223,-0.18,82.7,82.7
2,224,-0.22,83.1,83.1
2,225,-0.25,83.5,83.5
2,226,-0.29,83.9,83.9
2,227,-0.32,84.3,84.3
2,228,-0.35,84.7,84.7
2,229,-0.38,85.0,85.0
2,230,-0.41,85.4,85.4
2,231,-0.44,85.8,85.8
2,232,-0.47,86.2,86.2
2,233,-0.49,86.6,86.6
2,234,-0.51,87.0,87.0
2,235,-0.53,87.4,87.4
2,236,-0.55,87.8,87.8
2,237,-0.57,88.3,88.3
2,238,-0.59,88.7,88.7
2,239,-0.61,89.1,89.1
2,240,-0.62,89.5,89.5
2,241,-0.64,89.9,89.9
2,242,-0.66,90.4,90.4
2,243,-0.67,90.8,90.8
2,244,-0.68,91.2,91.2
2,245,-0.70,91.6,91.6
2,246,-0.71,92.1,92.1
2,247,-0.72,92.5,92.5
2,248,-0.73,93.0,93.0
2,249,-0.74,93.4,93.4
2,250,-0.75,93.8,93.8
2,251,-0.76,94.3,94.3
2,252,-0.77,94.7,94.7
2,253,-0.78,95.2,95.2
2,254,-0.79,95.6,95.6
2,255,-0.79,96.0,96.0
3,256,-0.69,96.5,96.5
3,257,-0.43,96.9,96.9
3,258,-0.34,97.5,97.5
3,259,-0.29,98.1,98.1
3,260,-0.27,98.7,98.7
3,261,-0.19,99.3,99.3
3,262,-0.09,100.0,100.0
3,263,-0.05,100.6,100.6
3,264,-0.06,101.3,101.3
3,265,-0.06,101.9,101.9
3,266,-0.00,102.5,102.5
3,267,-0.01,103.1,103.1
3,268,-0.02,103.7,103.7
3,269,-0.03,104.3,104.3
3,270,0.01,104.8,104.8
3,271,0.02,105.4,105.4
3,272,0.01,105.9,105.9
3,273,0.01,106.4,106.4
3,274,0.03,106.9,106.9
3,275,0.21,107.3,107.3
3,276,0.26,107.8,107.8
3,277,0.26,108.3,108.3
3,278,0.25,108.8,108.8
3,279,0.45,109.3,109.3
3,280,0.62,109.8,109.8
3,281,0.61,110.4,110.4
3,282,0.60,111.0,111.0
3,283,0.65,111.5,111.5
3,284,0.96,112.1,112.1
3,285,0.97,112.9,112.9
3,286,0.95,113.7,113.7
3,287,0.95,114.5,114.5
3,288,1.05,115.2,115.2
3,289,1.03,115.9,115.9
4,290,0.72,116.6,116.6
4,291,0.60,117.0,117.0
4,292,0.49,117.4,117.4
4,293,0.40,117.6,117.6
4,294,0.32,117.8,117.8
4,295,0.25,117.9,117.9
4,296,0.17,118.0,118.0
4,297,0.05,118.1,118.1
4,298,-0.04,118.2,118.2
4,299,-0.13,118.3,118.3
4,300,-0.20,118.3,118.3
4,301,-0.26,118.3,118.3
4,302,-0.31,118.3,118.3
4,303,-0.35,118.3,118.3
4,304,-0.39,118.2,118.2
4,305,-0.42,118.2,118.2
4,306,-0.46,118.1,118.1
4,307,-0.48,118.1,118.1
4,308,-0.51,118.0,118.0
4,309,-0.54,118.0,118.0
4,310,-0.58,118.0,118.0
4,311,-0.60,118.0,118.0
4,312,-0.64,118.0,118.0
4,313,-0.66,118.0,118.0
4,314,-0.68,118.0,118.0
4,315,-0.70,118.0,118.0
4,316,-0.72,118.1,118.1
4,317,-0.74,118.1,118.1
4,318,-0.74,118.2,118.2
4,319,-0.76,118.3,118.3
4,320,-0.77,118.4,118.4
4,321,-0.77,118.5,118.5
4,322,-0.78,118.6,118.6
4,323,-0.79,118.8,118.8
5,324,-0.75,118.9,118.9
5,325,-0.39,119.1,119.1
5,326,-0.35,119.3,119.3
5,327,-0.33,119.6,119.6
5,328,-0.30,119.9,119.9
5,329,-0.06,120.2,120.2
5,330,0.12,120.5,120.5
5,331,0.11,120.9,120.9
5,332,0.08,121.2,121.2
5,333,0.11,121.5,121.5
5,334,0.43,121.9,121.9
5,335,0.45,122.2,122.2
5,336,0.44,122.5,122.5
5,337,0.42,122.9,122.9
5,338,0.59,123.2,123.2
5,339,0.79,123.5,123.5
5,340,0.76,123.8,123.8
5,341,0.74,124.2,124.2
5,342,0.75,124.5,124.5
5,343,1.00,124.9,124.9
5,344,1.02,125.2,125.2
5,345,0.99,125.6,125.6
6,346,0.72,125.9,125.9
6,347,0.60,126.2,126.2
6,348,0.49,126.4,126.4
6,349,0.39,126.6,126.6
6,350,0.30,126.7,126.7
6,351,0.22,126.7,126.7
6,352,0.09,126.7,126.7
6,353,-0.02,126.6,126.6
6,354,-0.10,126.5,126.5
6,355,-0.17,126.3,126.3
6,356,-0.25,126.2,126.2
6,357,-0.32,126.0,126.0
6,358,-0.39,125.7,125.7
6,359,-0.44,125.5,125.5
6,360,-0.50,125.3,125.3
6,361,-0.55,125.0,125.0
6,362,-0.59,124.8,124.8
6,363,-0.62,124.6,124.6
6,364,-0.64,124.4,124.4
6,365,-0.68,124.3,124.3
6,366,-0.69,124.1,124.1
6,367,-0.72,124.0,124.0
6,368,-0.74,123.9,123.9
6,369,-0.74,123.8,123.8
6,370,-0.76,123.8,123.8
6,371,-0.78,123.8,123.8
6,372,-0.78,123.8,123.8
6,373,-0.79,123.8,123.8
6,374,-0.79,123.8,123.8
7,375,-0.79,123.9,123.9
7,376,-0.33,123.9,123.9
7,377,-0.26,124.1,124.1
7,378,-0.26,124.3,124.3
7,379,-0.26,124.6,124.6
7,380,-0.04,124.8,124.8
7,381,0.26,125.1,125.1
7,382,0.22,125.4,125.4
7,383,0.20,125.7,125.7
7,384,0.18,126.0,126.0
7,385,0.59,126.3,126.3
7,386,0.67,126.6,126.6
7,387,0.65,126.9,126.9
7,388,0.63,127.2,127.2
7,389,0.77,127.5,127.5
7,390,0.97,127.8,127.8
7,391,0.92,128.1,128.1
7,392,0.91,128.3,128.3
7,393,0.89,128.6,128.6
7,394,1.11,128.8,128.8
7,395,1.15,129.1,129.1
7,396,1.11,129.3,129.3
7,397,1.09,129.5,129.5
7,398,1.16,129.7,129.7
7,399,1.35,129.9,129.9
7,400,1.31,130.1,130.1
7,401,1.28,130.2,130.2
7,402,1.26,130.4,130.4
7,403,1.43,130.6,130.6
7,404,1.48,130.7,130.7
7,405,1.45,130.9,130.9
7,406,1.42,131.1,131.1
7,407,1.45,131.2,131.2
7,408,1.64,131.4,131.4
7,409,1.61,131.5,131.5
7,410,1.57,131.7,131.7
7,411,1.55,131.9,131.9
7,412,1.69,132.0,132.0
7,413,1.75,132.2,132.2
7,414,1.73,132.3,132.3
7,415,1.70,132.5,132.5
7,416,1.70,132.6,132.6
7,417,1.87,132.8,132.8
7,418,1.84,133.0,133.0
7,419,1.82,133.2,133.2
7,420,1.80,133.4,133.4
7,421,1.90,133.5,133.5
7,422,1.97,133.7,133.7
7,423,1.93,134.0,134.0
7,424,1.92,134.2,134.2
7,425,1.90,134.4,134.4
7,426,2.05,134.5,134.5
7,427,2.10,134.8,134.8
7,428,2.06,135.1,135.1
8,429,2.05,135.3,134.2
8,430,2.07,135.5,134.5
8,431,2.09,135.7,134.7
8,432,2.08,135.9,134.6
8,433,2.10,136.1,134.8
8,434,2.12,136.3,135.0
8,435,2.11,136.4,134.9
8,436,2.10,136.6,134.8
8,437,2.12,136.7,135.0
8,438,2.10,136.8,134.8
8,439,2.10,136.9,134.8
8,440,2.12,136.9,134.9
8,441,2.10,137.0,134.8
8,442,2.11,137.1,134.8
8,443,2.12,137.1,134.9
8,444,2.10,137.1,134.8
8,445,2.10,137.2,134.8
8,446,2.11,137.2,134.9
8,447,2.09,137.2,134.7
8,448,2.10,137.2,134.8
8,449,2.11,137.3,134.9
8,450,2.09,137.3,134.7
8,451,2.10,137.3,134.8
8,452,2.11,137.3,134.9
8,453,2.10,137.3,134.8
8,454,2.10,137.3,134.8
8,455,2.12,137.3,135.0
8,456,2.10,137.3,134.8
8,457,2.11,137.3,134.9
8,458,2.12,137.3,135.0
8,459,2.10,137.3,134.8
8,460,2.11,137.3,134.9
8,461,2.11,137.3,134.9
8,462,2.10,137.4,134.8
8,463,2.11,137.4,134.9
8,464,2.11,137.4,134.8
8,465,2.10,137.3,134.7
8,466,2.11,137.3,134.9
8,467,2.12,137.3,135.0
8,468,2.10,137.3,134.8
8,469,2.11,137.3,134.9
8,470,2.12,137.3,135.0
8,471,2.10,137.3,134.8
8,472,2.11,137.3,134.8
8,473,2.12,137.4,134.9
8,474,2.10,137.4,134.8
8,475,2.11,137.4,134.9
8,476,2.10,137.4,134.8
8,477,2.10,137.3,134.8
8,478,2.11,137.4,134.8
8,479,2.10,137.3,134.7
8,480,2.11,137.3,134.8
8,481,2.11,137.3,134.9
8,482,2.10,137.3,134.7
8,483,2.10,137.3,134.8
8,484,2.11,137.3,134.9
8,485,2.10,137.3,134.8
8,486,2.10,137.4,134.8
8,487,2.11,137.3,134.9
8,488,2.10,137.3,134.8
8,489,2.11,137.3,134.8
8,490,2.11,137.3,134.9
8,491,2.10,137.4,134.8
8,492,2.11,137.4,134.8
8,493,2.11,137.4,134.9
8,494,2.10,137.4,134.8
8,495,2.11,137.4,134.9
8,496,2.11,137.4,134.9
8,497,2.10,137.4,134.8
8,498,2.10,137.4,134.8
8,499,2.11,137.3,134.9
8,500,2.10,137.3,134.7
8,501,2.11,137.3,134.8
8,502,2.12,137.3,134.9
8,503,2.10,137.3,134.8
8,504,2.10,137.3,134.8
8,505,2.12,137.3,134.9
8,506,2.10,137.3,134.8
8,507,2.11,137.3,134.9
8,508,2.11,137.3,134.9
8,509,2.10,137.3,134.8
8,510,2.11,137.3,134.9
8,511,2.11,137.3,134.9
8,512,2.10,137.3,134.8
8,513,2.11,137.3,134.8
8,514,2.11,137.3,134.9
8,515,2.11,137.3,134.9
8,516,2.11,137.3,134.9
8,517,2.12,137.3,135.0
8,518,2.11,137.4,134.8
8,519,2.10,137.3,134.8
8,520,2.12,137.4,135.0
8,521,2.11,137.4,134.8
8,522,2.10,137.4,134.8
8,523,2.11,137.4,134.9
8,524,2.10,137.4,134.8
8,525,2.11,137.4,134.9
8,526,2.10,137.3,134.8
8,527,2.10,137.3,134.8
8,528,2.11,137.3,134.9
8,529,2.10,137.3,134.8
8,530,2.10,137.3,134.8
8,531,2.11,137.3,134.8
8,532,2.10,137.3,134.8
8,533,2.11,137.3,134.8
8,534,2.11,137.3,134.9
8,535,2.10,137.3,134.8
8,536,2.10,137.3,134.8
8,537,2.11,137.3,134.9
8,538,2.11,137.3,134.8
8,539,2.10,137.3,134.7
8,540,2.11,137.3,134.9
8,541,2.10,137.3,134.8
8,542,2.11,137.3,134.9
8,543,2.11,137.3,134.8
8,544,2.10,137.3,134.8
8,545,2.10,137.3,134.8
8,546,2.11,137.3,134.9
8,547,2.10,137.3,134.8
8,548,2.10,137.3,134.8
8,549,2.11,137.3,134.9
8,550,2.10,137.3,134.8
8,551,2.11,137.3,134.9
8,552,2.10,137.3,134.8
8,553,2.10,137.3,134.8
8,554,2.10,137.3,134.8
8,555,2.11,137.3,134.9
8,556,2.10,137.3,134.8
8,557,2.11,137.3,134.9
8,558,2.11,137.3,134.9
8,559,2.10,137.3,134.8
8,560,2.11,137.3,134.9
8,561,2.11,137.3,134.9
8,562,2.10,137.3,134.8
8,563,2.11,137.3,134.8
8,564,2.11,137.3,134.9
8,565,2.10,137.3,134.8
8,566,2.11,137.3,134.9
8,567,2.10,137.3,134.8
8,568,2.10,137.3,134.8
8,569,2.11,137.3,134.9
8,570,2.12,137.3,134.9
8,571,2.10,137.3,134.8
8,572,2.11,137.3,134.9
8,573,2.10,137.3,134.8
8,574,2.11,137.3,134.8
8,575,2.10,137.3,134.8
8,576,2.10,137.3,134.8
8,577,2.11,137.3,134.9
8,578,2.11,137.3,134.9
8,579,2.11,137.3,134.8
8,580,2.10,137.3,134.8
8,581,2.11,137.3,134.9
8,582,2.11,137.3,134.8
8,583,2.10,137.3,134.8
8,584,2.11,137.3,134.9
8,585,2.10,137.3,134.8
8,586,2.10,137.3,134.8
8,587,2.11,137.3,134.9
8,588,2.10,137.3,134.8
8,589,2.11,137.3,134.9
8,590,2.11,137.3,134.9
8,591,2.10,137.3,134.8
8,592,2.11,137.3,134.9
8,593,2.11,137.3,134.9
8,594,2.10,137.3,134.8
8,595,2.11,137.3,134.9
8,596,2.11,137.4,134.8
8,597,2.10,137.3,134.7
8,598,2.11,137.3,134.8
8,599,2.11,137.3,134.8
8,600,2.10,137.3,134.8
8,601,2.10,137.3,134.8
8,602,2.12,137.3,134.9
8,603,2.10,137.3,134.8
8,604,2.10,137.3,134.8
8,605,2.11,137.3,134.9
8,606,2.10,137.3,134.8
8,607,2.10,137.3,134.8
8,608,2.11,137.3,134.9
8,609,2.10,137.3,134.8
8,610,2.11,137.3,134.9
8,611,2.11,137.3,134.9
8,612,2.10,137.3,134.8
8,613,2.11,137.3,134.9
8,614,2.11,137.3,134.9
8,615,2.11,137.3,134.8
8,616,2.11,137.3,134.9
8,617,2.12,137.3,135.0
8,618,2.11,137.3,134.9
8,619,2.10,137.3,134.8
8,620,2.11,137.3,134.9
8,621,2.11,137.3,134.8
8,622,2.11,137.3,134.9
8,623,2.10,137.3,134.8
8,624,2.11,137.3,134.8
8,625,2.10,137.3,134.8
8,626,2.10,137.3,134.8
8,627,2.11,137.3,134.8
8,628,2.11,137.3,134.9
8,629,2.10,137.3,134.8
8,630,2.10,137.3,134.8
8,631,2.11,137.3,134.9
8,632,2.10,137.3,134.8
8,633,2.10,137.3,134.8
8,634,2.11,137.3,134.9
8,635,2.10,137.3,134.8
8,636,2.10,137.3,134.8
8,637,2.11,137.3,134.9
8,638,2.10,137.3,134.8
8,639,2.11,137.3,134.9
8,640,2.11,137.3,134.8
8,641,2.10,137.3,134.8
8,642,2.10,137.3,134.8
8,643,2.11,137.3,134.9
8,644,2.10,137.3,134.8
8,645,2.10,137.3,134.8
8,646,2.11,137.3,134.9
8,647,2.11,137.3,134.8
8,648,2.10,137.3,134.8
8,649,2.11,137.3,134.9
8,650,2.10,137.3,134.8
8,651,2.10,137.3,134.8
8,652,2.11,137.3,134.9
8,653,2.10,137.3,134.8
8,654,2.11,137.3,134.9
8,655,2.10,137.3,134.8
8,656,2.10,137.3,134.8
8,657,2.11,137.3,134.9
8,658,2.11,137.3,134.9
8,659,2.10,137.3,134.8
8,660,2.11,137.3,134.9
8,661,2.11,137.3,134.8
8,662,2.10,137.3,134.8
8,663,2.11,137.3,134.8
8,664,2.11,137.3,134.9
8,665,2.11,137.3,134.9
8,666,2.11,137.3,134.9
8,667,2.11,137.3,134.8
8,668,2.10,137.3,134.8
8,669,2.11,137.3,134.9
8,670,2.10,137.3,134.8
9,671,1.79,137.3,137.3
9,672,1.74,137.2,137.2
9,673,1.65,137.1,137.1
9,674,1.57,136.8,136.8
9,675,1.49,136.4,136.4
9,676,1.41,136.0,136.0
9,677,1.33,135.5,135.5
9,678,1.25,135.0,135.0
9,679,1.18,134.5,134.5
9,680,1.11,133.9,133.9
9,681,1.05,133.3,133.3
9,682,0.99,132.7,132.7
9,683,0.94,132.2,132.2
9,684,0.88,131.6,131.6
9,685,0.84,131.1,131.1
9,686,0.79,130.5,130.5
9,687,0.75,130.0,130.0
9,688,0.70,129.5,129.5
9,689,0.66,129.1,129.1
9,690,0.63,128.6,128.6
9,691,0.58,128.2,128.2
9,692,0.55,127.8,127.8
9,693,0.51,127.4,127.4
9,694,0.48,127.0,127.0
9,695,0.45,126.7,126.7
9,696,0.42,126.4,126.4
9,697,0.39,126.1,126.1
9,698,0.36,125.8,125.8
9,699,0.34,125.6,125.6
9,700,0.31,125.4,125.4
9,701,0.29,125.2,125.2
9,702,0.27,125.0,125.0
9,703,0.24,124.9,124.9
9,704,0.22,124.7,124.7
9,705,0.21,124.6,124.6
9,706,0.16,124.5,124.5
9,707,0.10,124.3,124.3
9,708,0.07,124.2,124.2
9,709,0.04,124.1,124.1
9,710,0.01,124.0,124.0
9,711,-0.01,123.8,123.8
9,712,-0.04,123.7,123.7
9,713,-0.06,123.6,123.6
9,714,-0.09,123.5,123.5
9,715,-0.11,123.3,123.3
9,716,-0.14,123.2,123.2
9,717,-0.15,123.1,123.1
9,718,-0.18,122.9,122.9
9,719,-0.20,122.8,122.8
9,720,-0.22,122.7,122.7
9,721,-0.25,122.5,122.5
9,722,-0.27,122.4,122.4
9,723,-0.30,122.2,122.2
9,724,-0.32,122.1,122.1
9,725,-0.34,122.0,122.0
9,726,-0.35,121.8,121.8
9,727,-0.38,121.7,121.7
9,728,-0.40,121.6,121.6
9,729,-0.43,121.4,121.4
10,730,-0.44,121.3,121.3
10,731,-0.47,121.1,121.1
10,732,-0.49,121.0,121.0
10,733,-0.51,120.9,120.9
10,734,-0.52,120.7,120.7
10,735,-0.52,120.6,120.6
10,736,-0.53,120.5,120.5
10,737,-0.54,120.4,120.4
10,738,-0.56,120.3,120.3
10,739,-0.58,120.2,120.2
10,740,-0.60,120.1,120.1
10,741,-0.62,120.0,120.0
10,742,-0.64,119.9,119.9
10,743,-0.65,119.8,119.8
10,744,-0.66,119.7,119.7
10,745,-0.67,119.6,119.6
10,746,-0.68,119.5,119.5
10,747,-0.68,119.5,119.5
10,748,-0.69,119.4,119.4
10,749,-0.70,119.3,119.3
10,750,-0.71,119.3,119.3
10,751,-0.72,119.2,119.2
10,752,-0.73,119.2,119.2
10,753,-0.74,119.1,119.1
10,754,-0.74,119.1,119.1
10,755,-0.75,119.0,119.0
10,756,-0.75,119.0,119.0
10,757,-0.76,118.9,118.9
10,758,-0.76,118.9,118.9
10,759,-0.77,118.9,118.9
10,760,-0.77,118.8,118.8
10,761,-0.77,118.8,118.8
10,762,-0.78,118.8,118.8
10,763,-0.78,118.8,118.8
10,764,-0.79,118.7,118.7
10,765,-0.79,118.7,118.7
10,766,-0.80,118.7,118.7
10,767,-0.80,118.7,118.7
10,768,-0.80,118.7,118.7
10,769,-0.81,118.7,118.7
10,770,-0.81,118.6,118.6
10,771,-0.81,118.6,118.6
10,772,-0.81,118.6,118.6
10,773,-0.82,118.6,118.6
10,774,-0.82,118.6,118.6
10,775,-0.82,118.6,118.6
10,776,-0.82,118.6,118.6
10,777,-0.82,118.7,118.7
10,778,-0.82,118.7,118.7
10,779,-0.82,118.7,118.7
10,780,-0.83,118.7,118.7
10,781,-0.83,118.7,118.7
10,782,-0.83,118.7,118.7
10,783,-0.83,118.7,118.7
10,784,-0.82,118.7,118.7
10,785,-0.83,118.7,118.7
10,786,-0.83,118.7,118.7
10,787,-0.83,118.7,118.7
10,788,-0.83,118.8,118.8
10,789,-0.83,118.8,118.8
10,790,-0.83,118.8,118.8
10,791,-0.84,118.8,118.8
10,792,-0.84,118.8,118.8
10,793,-0.84,118.8,118.8
10,794,-0.84,118.8,118.8
10,795,-0.84,118.8,118.8
10,796,-0.84,118.8,118.8
10,797,-0.85,118.8,118.8
10,798,-0.85,118.8,118.8
10,799,-0.85,118.8,118.8
10,800,-0.85,118.8,118.8
10,801,-0.85,118.8,118.8
10,802,-0.85,118.7,118.7
10,803,-0.85,118.7,118.7
10,804,-0.85,118.7,118.7
10,805,-0.85,118.7,118.7
10,806,-0.85,118.7,118.7
10,807,-0.85,118.7,118.7
10,808,-0.85,118.7,118.7
10,809,-0.85,118.7,118.7
10,810,-0.86,118.7,118.7
10,811,-0.86,118.7,118.7
10,812,-0.85,118.6,118.6
10,813,-0.86,118.6,118.6
10,814,-0.86,118.6,118.6
10,815,-0.86,118.6,118.6
10,816,-0.86,118.6,118.6
10,817,-0.86,118.6,118.6
10,818,-0.86,118.5,118.5
10,819,-0.86,118.5,118.5
10,820,-0.86,118.5,118.5
10,821,-0.86,118.5,118.5
10,822,-0.86,118.5,118.5
10,823,-0.86,118.4,118.4
10,824,-0.86,118.4,118.4
10,825,-0.86,118.4,118.4
10,826,-0.86,118.4,118.4
10,827,-0.86,118.4,118.4
10,828,-0.86,118.3,118.3
10,829,-0.86,118.3,118.3
10,830,-0.86,118.3,118.3
10,831,-0.86,118.3,118.3
10,832,-0.86,118.2,118.2
10,833,-0.86,118.2,118.2
10,834,-0.87,118.2,118.2
10,835,-0.86,118.2,118.2
10,836,-0.87,118.1,118.1
10,837,-0.86,118.1,118.1
10,838,-0.87,118.1,118.1
