Sterilisator,counter: 00049
Sterilisator,model: Steamjet ST1
Sterilisator,serial: ST1-5036
Sterilisator,firmware: 14.6
Sterilisator,start time: 17-01-17 10:41:02
Sterilisator,type: 134
phase, time [sec], presure [Bar], temperature [°C], temperaturecalc [°C]
0,0,0.00,117.6,117.6
0,1,0.00,117.6,117.6
1,2,-0.01,117.5,117.5
1,3,-0.01,117.4,117.4
1,4,-0.01,117.3,117.3
1,5,-0.01,117.3,117.3
1,6,-0.01,117.2,117.2
1,7,-0.01,117.1,117.1
1,8,-0.01,117.0,117.0
1,9,-0.01,116.9,116.9
1,10,-0.01,116.9,116.9
1,11,-0.01,116.8,116.8
1,12,-0.01,116.7,116.7
1,13,-0.01,116.6,116.6
1,14,-0.01,116.5,116.5
1,15,-0.01,116.4,116.4
1,16,-0.01,116.3,116.3
1,17,-0.00,116.2,116.2
1,18,-0.01,116.1,116.1
1,19,-0.00,116.0,116.0
1,20,-0.00,115.9,115.9
1,21,0.00,115.9,115.9
1,22,0.00,115.9,115.9
1,23,0.00,115.8,115.8
1,24,0.00,115.8,115.8
1,25,0.00,115.8,115.8
1,26,0.00,115.8,115.8
1,27,0.00,115.8,115.8
1,28,0.00,115.8,115.8
1,29,0.00,115.8,115.8
1,30,0.00,115.8,115.8
2,31,-0.03,115.8,115.8
2,32,-0.09,115.8,115.8
2,33,-0.14,115.8,115.8
2,34,-0.18,115.7,115.7
2,35,-0.22,115.7,115.7
2,36,-0.26,115.6,115.6
2,37,-0.29,115.5,115.5
2,38,-0.32,115.4,115.4
2,39,-0.35,115.3,115.3
2,40,-0.38,115.2,115.2
2,41,-0.40,115.1,115.1
2,42,-0.43,115.0,115.0
2,43,-0.45,114.9,114.9
2,44,-0.47,114.9,114.9
2,45,-0.49,114.8,114.8
2,46,-0.51,114.7,114.7
2,47,-0.53,114.7,114.7
2,48,-0.55,114.7,114.7
2,49,-0.56,114.6,114.6
2,50,-0.58,114.6,114.6
2,51,-0.59,114.6,114.6
2,52,-0.61,114.6,114.6
2,53,-0.62,114.6,114.6
2,54,-0.63,114.6,114.6
2,55,-0.64,114.6,114.6
2,56,-0.65,114.6,114.6
2,57,-0.66,114.6,114.6
2,58,-0.67,114.6,114.6
2,59,-0.68,114.6,114.6
2,60,-0.69,114.7,114.7
2,61,-0.70,114.7,114.7
2,62,-0.70,114.7,114.7
2,63,-0.71,114.8,114.8
2,64,-0.72,114.8,114.8
2,65,-0.72,114.8,114.8
2,66,-0.73,114.9,114.9
2,67,-0.74,114.9,114.9
2,68,-0.74,115.0,115.0
2,69,-0.75,115.0,115.0
2,70,-0.75,115.1,115.1
2,71,-0.76,115.1,115.1
2,72,-0.76,115.2,115.2
2,73,-0.76,115.3,115.3
2,74,-0.77,115.3,115.3
2,75,-0.77,115.4,115.4
2,76,-0.77,115.4,115.4
2,77,-0.78,115.5,115.5
2,78,-0.78,115.5,115.5
2,79,-0.78,115.6,115.6
2,80,-0.79,115.7,115.7
2,81,-0.79,115.7,115.7
2,82,-0.79,115.7,115.7
2,83,-0.79,115.8,115.8
2,84,-0.79,115.8,115.8
2,85,-0.80,115.8,115.8
2,86,-0.80,115.8,115.8
3,87,-0.77,115.9,115.9
3,88,-0.37,115.9,115.9
3,89,-0.24,116.1,116.1
3,90,-0.20,116.4,116.4
3,91,-0.18,116.7,116.7
3,92,0.78,117.0,117.0
3,93,0.86,117.4,117.4
3,94,0.86,117.9,117.9
3,95,0.86,118.3,118.3
3,96,1.02,118.7,118.7
3,97,1.02,119.1,119.1
4,98,0.89,119.4,119.4
4,99,0.67,119.7,119.7
4,100,0.48,119.9,119.9
4,101,0.33,119.9,119.9
4,102,0.20,119.9,119.9
4,103,0.12,119.7,119.7
4,104,-0.02,119.5,119.5
4,105,-0.17,119.2,119.2
4,106,-0.27,119.0,119.0
4,107,-0.37,118.7,118.7
4,108,-0.46,118.4,118.4
4,109,-0.52,118.1,118.1
4,110,-0.57,117.9,117.9
4,111,-0.61,117.7,117.7
4,112,-0.65,117.5,117.5
4,113,-0.67,117.3,117.3
4,114,-0.68,117.2,117.2
4,115,-0.71,117.1,117.1
4,116,-0.73,117.1,117.1
4,117,-0.73,117.1,117.1
4,118,-0.75,117.1,117.1
4,119,-0.76,117.2,117.2
4,120,-0.77,117.2,117.2
4,121,-0.75,117.3,117.3
4,122,-0.76,117.3,117.3
4,123,-0.77,117.4,117.4
4,124,-0.77,117.5,117.5
4,125,-0.77,117.6,117.6
4,126,-0.78,117.7,117.7
4,127,-0.78,117.8,117.8
4,128,-0.76,117.9,117.9
4,129,-0.76,118.0,118.0
4,130,-0.77,118.2,118.2
4,131,-0.78,118.3,118.3
4,132,-0.77,118.4,118.4
4,133,-0.77,118.5,118.5
4,134,-0.77,118.6,118.6
4,135,-0.78,118.7,118.7
4,136,-0.80,118.8,118.8
5,137,-0.49,118.9,118.9
5,138,-0.11,119.1,119.1
5,139,-0.14,119.3,119.3
5,140,-0.14,119.5,119.5
5,141,0.09,119.8,119.8
5,142,0.85,120.0,120.0
5,143,0.78,120.4,120.4
5,144,0.73,120.9,120.9
5,145,0.69,121.2,121.2
5,146,1.04,121.6,121.6
5,147,1.01,121.9,121.9
6,148,0.92,122.3,122.3
6,149,0.67,122.6,122.6
6,150,0.46,122.8,122.8
6,151,0.28,122.9,122.9
6,152,0.14,122.8,122.8
6,153,0.04,122.7,122.7
6,154,-0.12,122.4,122.4
6,155,-0.22,122.2,122.2
6,156,-0.31,121.9,121.9
6,157,-0.37,121.6,121.6
6,158,-0.44,121.3,121.3
6,159,-0.50,121.1,121.1
6,160,-0.55,120.8,120.8
6,161,-0.59,120.7,120.7
6,162,-0.62,120.5,120.5
6,163,-0.65,120.4,120.4
6,164,-0.67,120.2,120.2
6,165,-0.68,120.2,120.2
6,166,-0.69,120.1,120.1
6,167,-0.71,120.1,120.1
6,168,-0.71,120.1,120.1
6,169,-0.73,120.1,120.1
6,170,-0.73,120.1,120.1
6,171,-0.74,120.1,120.1
6,172,-0.75,120.2,120.2
6,173,-0.75,120.2,120.2
6,174,-0.76,120.3,120.3
6,175,-0.76,120.3,120.3
6,176,-0.77,120.4,120.4
6,177,-0.76,120.4,120.4
6,178,-0.76,120.5,120.5
6,179,-0.76,120.5,120.5
6,180,-0.77,120.6,120.6
6,181,-0.77,120.7,120.7
6,182,-0.78,120.7,120.7
6,183,-0.78,120.8,120.8
6,184,-0.78,120.8,120.8
6,185,-0.79,120.9,120.9
6,186,-0.79,120.9,120.9
6,187,-0.79,121.0,121.0
6,188,-0.79,121.0,121.0
6,189,-0.80,121.1,121.1
7,190,-0.34,121.1,121.1
7,191,0.12,121.3,121.3
7,192,0.07,121.5,121.5
7,193,0.03,121.8,121.8
7,194,0.08,122.1,122.1
7,195,1.03,122.3,122.3
