Sterilisator,counter: 00070
Sterilisator,model: Steamjet ST1
Sterilisator,serial: ST1-5036
Sterilisator,firmware: 14.6
Sterilisator,start time: 24-01-17 11:22:19
Sterilisator,type: 121
phase, time [sec], presure [Bar], temperature [°C], temperaturecalc [°C]
11,0,-0.09,84.6,84.6
11,1,-0.09,98.4,98.4
11,2,-0.09,109.7,109.7
11,3,-0.09,114.0,114.0
11,4,-0.08,115.7,115.7
11,5,-0.08,116.4,116.4
11,6,-0.08,116.7,116.7
11,7,-0.08,116.8,116.8
11,8,-0.08,116.9,116.9
11,9,-0.08,117.0,117.0
11,10,-0.08,117.1,117.1
11,11,-0.07,117.1,117.1
11,12,-0.08,117.2,117.2
11,13,-0.08,117.3,117.3
11,14,-0.08,117.3,117.3
12,15,-0.04,117.4,117.4
Test Not Complete
Error nr: 4096
Error description: ERROR
Sterilisator,stop time: 24-01-17 11:22:36
102.7,102.7
2,22,-0.19,102.9,102.9
2,23,-0.19,103.1,103.1
2,24,-0.19,103.3,103.3
2,25,-0.19,103.5,103.5
2,26,-0.19,103.7,103.7
2,27,-0.19,103.9,103.9
2,28,-0.19,104.1,104.1
2,29,-0.19,104.3,104.3
2,30,-0.19,104.5,104.5
2,31,-0.19,104.8,104.8
2,32,-0.19,104.9,104.9
2,33,-0.19,105.1,105.1
2,34,-0.19,105.3,105.3
2,35,-0.19,105.5,105.5
2,36,-0.19,105.7,105.7
2,37,-0.19,105.9,105.9
2,38,-0.19,106.0,106.0
2,39,-0.19,106.2,106.2
2,40,-0.19,106.4,106.4
2,41,-0.19,106.6,106.6
2,42,-0.19,106.8,106.8
2,43,-0.19,106.9,106.9
2,44,-0.19,107.1,107.1
2,45,-0.19,107.3,107.3
2,46,-0.19,107.4,107.4
2,47,-0.19,107.6,107.6
2,48,-0.19,107.8,107.8
2,49,-0.19,107.9,107.9
2,50,-0.19,108.1,108.1
2,51,-0.19,108.2,108.2
2,52,-0.19,108.4,108.4
2,53,-0.19,108.5,108.5
2,54,-0.19,108.7,108.7
2,55,-0.19,108.8,108.8
2,56,-0.19,108.9,108.9
2,57,-0.19,109.1,109.1
2,58,-0.19,109.2,109.2
2,59,-0.19,109.4,109.4
2,60,-0.19,109.5,109.5
2,61,-0.19,109.6,109.6
2,62,-0.19,109.8,109.8
2,63,-0.19,109.9,109.9
2,64,-0.19,110.0,110.0
2,65,-0.19,110.1,110.1
2,66,-0.19,110.3,110.3
2,67,-0.19,110.4,110.4
2,68,-0.19,110.6,110.6
2,69,-0.19,110.7,110.7
2,70,-0.19,110.8,110.8
2,71,-0.19,110.9,110.9
2,72,-0.20,111.1,111.1
2,73,-0.20,111.2,111.2
