Sterilisator,counter: 00044
Sterilisator,model: Steamjet ST1
Sterilisator,serial: ST1-5036
Sterilisator,firmware: 14.6
Sterilisator,start time: 17-01-17 09:26:31
Sterilisator,type: 134
phase, time [sec], presure [Bar], temperature [°C], temperaturecalc [°C]
0,0,0.00,61.7,61.7
0,1,0.00,61.7,61.7
1,2,-0.02,61.7,61.7
1,3,-0.01,61.7,61.7
1,4,-0.02,61.7,61.7
1,5,-0.02,61.7,61.7
1,6,-0.01,61.7,61.7
1,7,-0.01,61.7,61.7
1,8,-0.01,61.7,61.7
1,9,-0.01,61.6,61.6
1,10,-0.01,61.6,61.6
1,11,-0.01,61.6,61.6
1,12,-0.01,61.6,61.6
1,13,-0.01,61.6,61.6
1,14,-0.01,61.6,61.6
1,15,-0.01,61.6,61.6
1,16,-0.01,61.6,61.6
1,17,-0.01,61.6,61.6
1,18,-0.01,61.6,61.6
1,19,-0.01,61.6,61.6
1,20,-0.01,61.6,61.6
1,21,-0.00,61.6,61.6
1,22,-0.01,61.6,61.6
1,23,-0.01,61.6,61.6
1,24,-0.01,61.6,61.6
1,25,-0.01,61.6,61.6
1,26,-0.00,61.6,61.6
1,27,-0.00,61.7,61.7
1,28,-0.00,61.7,61.7
1,29,-0.00,61.7,61.7
1,30,-0.00,61.7,61.7
1,31,0.00,61.7,61.7
1,32,0.00,61.8,61.8
1,33,0.00,61.8,61.8
1,34,0.00,61.8,61.8
1,35,0.00,61.8,61.8
1,36,0.00,61.9,61.9
1,37,0.00,61.9,61.9
1,38,0.01,61.9,61.9
1,39,0.01,62.0,62.0
1,40,0.01,62.0,62.0
1,41,0.01,62.0,62.0
1,42,0.01,62.1,62.1
1,43,0.01,62.1,62.1
1,44,0.01,62.2,62.2
1,45,0.01,62.2,62.2
1,46,0.01,62.3,62.3
1,47,0.01,62.3,62.3
1,48,0.01,62.4,62.4
1,49,0.01,62.4,62.4
1,50,0.01,62.5,62.5
1,51,0.01,62.5,62.5
1,52,0.01,62.6,62.6
1,53,0.01,62.7,62.7
1,54,0.01,62.7,62.7
1,55,0.01,62.8,62.8
1,56,0.01,62.9,62.9
1,57,0.01,63.0,63.0
1,58,0.01,63.0,63.0
1,59,0.01,63.1,63.1
1,60,0.01,63.2,63.2
1,61,0.01,63.3,63.3
1,62,0.01,63.4,63.4
1,63,0.01,63.5,63.5
1,64,0.01,63.6,63.6
1,65,0.01,63.7,63.7
1,66,0.01,63.8,63.8
1,67,0.01,63.9,63.9
1,68,0.01,64.0,64.0
1,69,0.01,64.1,64.1
1,70,0.01,64.2,64.2
1,71,0.01,64.3,64.3
1,72,0.01,64.4,64.4
1,73,0.01,64.6,64.6
1,74,0.01,64.7,64.7
1,75,0.01,64.8,64.8
1,76,0.01,64.9,64.9
1,77,0.01,65.1,65.1
1,78,0.01,65.2,65.2
1,79,0.02,65.3,65.3
1,80,0.01,65.5,65.5
1,81,0.01,65.6,65.6
1,82,0.01,65.8,65.8
1,83,0.01,65.9,65.9
1,84,0.01,66.1,66.1
1,85,0.01,66.2,66.2
1,86,0.01,66.4,66.4
1,87,0.01,66.6,66.6
1,88,0.01,66.7,66.7
1,89,0.01,66.9,66.9
1,90,0.01,67.0,67.0
1,91,0.01,67.2,67.2
1,92,0.01,67.4,67.4
1,93,0.01,67.6,67.6
1,94,0.01,67.8,67.8
1,95,0.01,68.0,68.0
1,96,0.01,68.1,68.1
1,97,0.01,68.3,68.3
1,98,0.01,68.5,68.5
1,99,0.01,68.7,68.7
1,100,0.01,68.9,68.9
1,101,0.01,69.1,69.1
1,102,0.01,69.4,69.4
1,103,0.01,69.6,69.6
1,104,0.01,69.8,69.8
1,105,0.01,70.0,70.0
1,106,0.01,70.2,70.2
1,107,0.01,70.4,70.4
1,108,0.01,70.6,70.6
1,109,0.01,70.9,70.9
1,110,0.01,71.1,71.1
1,111,0.01,71.3,71.3
1,112,0.01,71.6,71.6
1,113,0.01,71.8,71.8
1,114,0.01,72.0,72.0
1,115,0.01,72.3,72.3
1,116,0.02,72.6,72.6
1,117,0.02,72.8,72.8
1,118,0.01,73.0,73.0
1,119,0.01,73.3,73.3
1,120,0.01,73.6,73.6
1,121,0.01,73.8,73.8
1,122,0.01,74.1,74.1
1,123,0.01,74.3,74.3
1,124,0.01,74.6,74.6
1,125,0.01,74.9,74.9
1,126,0.01,75.2,75.2
1,127,0.01,75.4,75.4
1,128,0.01,75.7,75.7
1,129,0.01,76.0,76.0
1,130,0.01,76.3,76.3
1,131,0.01,76.6,76.6
1,132,0.01,76.8,76.8
1,133,0.01,77.1,77.1
1,134,0.01,77.4,77.4
1,135,0.01,77.7,77.7
1,136,0.01,78.0,78.0
1,137,0.01,78.3,78.3
1,138,0.02,78.6,78.6
1,139,0.01,78.9,78.9
1,140,0.01,79.2,79.2
1,141,0.01,79.5,79.5
1,142,0.01,79.8,79.8
2,143,-0.05,80.2,80.2
2,144,-0.10,80.5,80.5
2,145,-0.16,80.8,80.8
2,146,-0.20,81.1,81.1
2,147,-0.24,81.3,81.3
2,148,-0.27,81.6,81.6
2,149,-0.30,81.8,81.8
2,150,-0.33,82.0,82.0
2,151,-0.37,82.3,82.3
2,152,-0.40,82.5,82.5
2,153,-0.43,82.8,82.8
2,154,-0.46,83.0,83.0
2,155,-0.48,83.3,83.3
2,156,-0.51,83.5,83.5
2,157,-0.53,83.7,83.7
2,158,-0.53,84.0,84.0
2,159,-0.56,84.2,84.2
2,160,-0.58,84.4,84.4
2,161,-0.60,84.7,84.7
2,162,-0.62,85.0,85.0
2,163,-0.64,85.3,85.3
2,164,-0.66,85.6,85.6
2,165,-0.67,85.9,85.9
2,166,-0.69,86.2,86.2
2,167,-0.70,86.4,86.4
2,168,-0.72,86.7,86.7
2,169,-0.73,87.0,87.0
2,170,-0.74,87.3,87.3
2,171,-0.76,87.5,87.5
2,172,-0.76,87.8,87.8
2,173,-0.78,88.1,88.1
2,174,-0.78,88.4,88.4
2,175,-0.79,88.7,88.7
3,176,-0.76,89.0,89.0
3,177,-0.28,89.3,89.3
3,178,-0.18,89.7,89.7
3,179,-0.13,90.2,90.2
3,180,-0.11,90.7,90.7
3,181,0.32,91.3,91.3
3,182,0.46,92.8,92.8
3,183,0.46,94.9,94.9
3,184,0.46,97.0,97.0
3,185,0.65,99.0,99.0
3,186,1.04,101.2,101.2
3,187,1.05,103.9,103.9
4,188,0.84,106.7,106.7
4,189,0.66,108.8,108.8
4,190,0.54,110.0,110.0
4,191,0.40,110.5,110.5
4,192,0.32,110.4,110.4
4,193,0.24,109.8,109.8
4,194,0.17,108.9,108.9
4,195,0.11,107.9,107.9
4,196,0.04,106.7,106.7
4,197,-0.05,105.5,105.5
4,198,-0.12,104.3,104.3
4,199,-0.21,102.9,102.9
4,200,-0.27,101.8,101.8
4,201,-0.34,100.7,100.7
4,202,-0.41,99.8,99.8
4,203,-0.49,99.2,99.2
4,204,-0.54,98.7,98.7
4,205,-0.60,98.5,98.5
4,206,-0.64,98.4,98.4
4,207,-0.68,98.4,98.4
4,208,-0.71,98.5,98.5
4,209,-0.73,98.6,98.6
4,210,-0.75,98.8,98.8
4,211,-0.77,99.0,99.0
4,212,-0.79,99.3,99.3
4,213,-0.80,99.6,99.6
5,214,-0.45,99.9,99.9
5,215,-0.05,100.3,100.3
5,216,-0.07,100.9,100.9
5,217,-0.09,101.5,101.5
5,218,-0.10,102.2,102.2
5,219,0.49,102.8,102.8
5,220,0.50,104.0,104.0
5,221,0.48,105.6,105.6
5,222,0.46,107.0,107.0
5,223,0.70,108.1,108.1
5,224,1.09,109.6,109.6
5,225,1.05,111.5,111.5
6,226,0.92,113.6,113.6
6,227,0.73,115.1,115.1
6,228,0.59,115.7,115.7
6,229,0.45,115.8,115.8
6,230,0.34,115.3,115.3
6,231,0.25,114.4,114.4
6,232,0.17,113.4,113.4
6,233,0.11,112.4,112.4
6,234,0.02,111.6,111.6
6,235,-0.09,111.0,111.0
6,236,-0.20,110.6,110.6
6,237,-0.30,110.2,110.2
6,238,-0.36,110.0,110.0
6,239,-0.42,109.8,109.8
6,240,-0.48,109.7,109.7
6,241,-0.52,109.7,109.7
6,242,-0.57,109.6,109.6
6,243,-0.61,109.7,109.7
6,244,-0.65,109.7,109.7
6,245,-0.68,109.8,109.8
6,246,-0.70,109.9,109.9
6,247,-0.72,110.0,110.0
6,248,-0.74,110.1,110.1
6,249,-0.76,110.3,110.3
6,250,-0.77,110.5,110.5
6,251,-0.78,110.7,110.7
6,252,-0.80,110.9,110.9
7,253,-0.65,111.1,111.1
7,254,0.11,111.4,111.4
7,255,0.04,111.9,111.9
7,256,-0.00,112.4,112.4
7,257,-0.03,112.9,112.9
7,258,0.57,113.4,113.4
7,259,0.70,113.9,113.9
7,260,0.66,114.6,114.6
