Sterilisator,counter: 00048
Sterilisator,model: Steamjet ST1
Sterilisator,serial: ST1-5036
Sterilisator,firmware: 14.6
Sterilisator,start time: 17-01-17 10:28:25
Sterilisator,type: 134
phase, time [sec], presure [Bar], temperature [°C], temperaturecalc [°C]
0,0,-0.00,112.7,112.7
1,1,-0.01,112.6,112.6
1,2,-0.01,112.5,112.5
1,3,-0.01,112.4,112.4
1,4,-0.01,112.3,112.3
1,5,-0.01,112.2,112.2
1,6,-0.01,112.1,112.1
1,7,-0.01,112.0,112.0
1,8,-0.01,111.9,111.9
1,9,-0.01,111.9,111.9
1,10,-0.01,111.8,111.8
1,11,-0.01,111.7,111.7
1,12,-0.01,111.6,111.6
1,13,-0.01,111.6,111.6
1,14,-0.01,111.5,111.5
1,15,-0.01,111.4,111.4
1,16,-0.01,111.4,111.4
1,17,-0.01,111.3,111.3
1,18,-0.01,111.2,111.2
1,19,-0.00,111.2,111.2
1,20,-0.00,111.1,111.1
1,21,-0.00,111.1,111.1
1,22,-0.00,111.0,111.0
1,23,-0.00,111.0,111.0
1,24,-0.00,111.0,111.0
1,25,-0.00,110.9,110.9
1,26,-0.00,110.9,110.9
1,27,-0.00,110.9,110.9
1,28,-0.00,110.8,110.8
1,29,-0.00,110.8,110.8
1,30,-0.00,110.8,110.8
1,31,0.00,110.8,110.8
1,32,0.00,110.8,110.8
1,33,0.00,110.7,110.7
1,34,0.00,110.7,110.7
1,35,0.00,110.7,110.7
1,36,0.00,110.7,110.7
1,37,0.00,110.7,110.7
1,38,0.01,110.7,110.7
1,39,0.01,110.7,110.7
1,40,0.01,110.7,110.7
2,41,-0.01,110.7,110.7
2,42,-0.07,110.7,110.7
2,43,-0.12,110.7,110.7
2,44,-0.17,110.7,110.7
2,45,-0.21,110.7,110.7
2,46,-0.22,110.6,110.6
2,47,-0.25,110.6,110.6
2,48,-0.29,110.5,110.5
2,49,-0.32,110.5,110.5
2,50,-0.36,110.4,110.4
2,51,-0.38,110.4,110.4
2,52,-0.41,110.3,110.3
2,53,-0.44,110.3,110.3
2,54,-0.46,110.2,110.2
2,55,-0.48,110.2,110.2
2,56,-0.50,110.1,110.1
2,57,-0.52,110.1,110.1
2,58,-0.54,110.1,110.1
2,59,-0.55,110.1,110.1
2,60,-0.57,110.1,110.1
2,61,-0.59,110.1,110.1
2,62,-0.60,110.1,110.1
2,63,-0.62,110.1,110.1
2,64,-0.63,110.1,110.1
2,65,-0.64,110.2,110.2
2,66,-0.65,110.2,110.2
2,67,-0.67,110.3,110.3
2,68,-0.67,110.3,110.3
2,69,-0.68,110.4,110.4
